ship_id,ship_type,route_id,month,distance,fuel_type,weather_conditions,engine_efficiency,emission_efficiency,efficiency_distance,distance_bin,efficiency_distance_log
NG003,1,Warri-Bonny,May,0.24185424373523942,0,Moderate,0.2106527833400076,0.7772758299419653,0.05094726960542078,101-200km,0.04969191899528155
NG003,1,Lagos-Apapa,June,0.10784375195937052,0,Stormy,0.696035242290749,0.9549905976999455,0.0750630520245839,0-100km,0.07237931290572802
NG003,1,Escravos-Lagos,July,0.27044537797563056,1,Calm,0.3900680816980375,0.9417931269040585,0.1054921097910549,101-200km,0.10029058405882631
NG003,1,Warri-Bonny,August,0.15685413923547975,0,Stormy,0.630756908289948,0.8480088228470768,0.09893683191665224,0-100km,0.09434319598672725
NG003,1,Warri-Bonny,September,0.2273705770476728,0,Moderate,0.9463356027232677,0.3309472703251837,0.2151688720719466,101-200km,0.19488305649401247
NG003,1,Escravos-Lagos,October,0.030302840303467294,0,Stormy,0.5302362835402481,0.08464715306085147,0.01606766542322414,0-100km,0.015939946764628215
NG003,1,Port Harcourt-Lagos,November,0.188851965640479,1,Stormy,0.07088506207448919,0.2625879853181914,0.013386783307314654,101-200km,0.01329797204381316
NG003,1,Escravos-Lagos,December,0.0813635128639204,0,Moderate,0.2094513416099315,0.3721192492462402,0.01704169692744505,0-100km,0.016898116154606662
NG004,2,Escravos-Lagos,January,0.13965347879699877,0,Calm,0.052863436123347984,0.29781355165533174,0.007382562755788477,0-100km,0.007355445023154142
NG004,2,Lagos-Apapa,February,0.08123811315233975,0,Stormy,0.20264317180616676,0.3394145537304203,0.0164623489207384,0-100km,0.016328313479697314
NG004,2,Port Harcourt-Lagos,March,0.093192885656363,0,Calm,0.8374048858630356,0.1665611208873976,0.07804017777631359,0-100km,0.0751447424567553
NG004,2,Lagos-Apapa,April,0.041319204965828575,0,Stormy,0.15458550260312354,0.12855685025743835,0.006387350066804088,0-100km,0.006367037396572638
NG004,2,Escravos-Lagos,May,0.35939557339018113,0,Calm,0.09171005206247473,0.055106965069233786,0.03296018674663647,101-200km,0.03242864800718953
NG004,2,Warri-Bonny,June,0.1917779589106945,0,Stormy,0.20224269122947547,0.7892264902270627,0.03878569052859462,101-200km,0.03805242571022723
NG004,2,Lagos-Apapa,July,0.30371810144836664,0,Calm,0.3884661593912693,0.7928698993887275,0.11798420440725489,101-200km,0.1115272461959399
NG004,2,Port Harcourt-Lagos,August,0.2976153154847743,0,Calm,0.052863436123347984,0.7193420201029239,0.015732968219459426,101-200km,0.015610488055687781
NG004,2,Port Harcourt-Lagos,September,0.34198591343239904,0,Calm,0.3528233880656786,0.24596302935203695,0.12066062864795489,101-200km,0.11391835842273604
NG004,2,Lagos-Apapa,October,0.12717620749472278,0,Moderate,0.7833400080096111,0.3473998200808781,0.09962221139754811,0-100km,0.09496667662981689
NG004,2,Warri-Bonny,November,0.31425167722114233,0,Calm,0.7605126151381656,0.629991513942012,0.23899236485500566,101-200km,0.21429844028338987
NG004,2,Escravos-Lagos,December,0.33636382636319934,0,Moderate,0.5967160592711251,0.06096748664352347,0.2007136969488053,101-200km,0.1829161274591177
NG005,3,Escravos-Lagos,January,0.6613789788283485,0,Calm,0.10332398878654381,0.40896200752864775,0.06833631419211608,301-400km,0.06610259189605955
NG005,3,Escravos-Lagos,February,0.8238228102075364,1,Stormy,0.9463356027232677,0.08845784219239228,0.7796128556349251,401-500km,0.5763958438138155
NG005,3,Warri-Bonny,March,0.2913662298576713,1,Calm,0.1734080897076491,0.8776168897116827,0.05052526132493857,101-200km,0.04929028796756773
NG005,3,Port Harcourt-Lagos,April,0.7171609505298138,0,Calm,0.23668402082499007,0.9549905976999455,0.1697405373500681,301-400km,0.15678196126796637
NG005,3,Warri-Bonny,May,0.11898342633811942,1,Moderate,0.052863436123347984,0.2739858877990473,0.0062898727579622565,0-100km,0.006270174066662998
NG005,3,Escravos-Lagos,June,0.8238228102075364,0,Moderate,0.7505006007208648,0.5742616893558568,0.618279513948307,401-500km,0.48136355646552476
NG005,3,Warri-Bonny,July,0.8065291449829665,1,Moderate,0.7977573087705245,0.7695482676113565,0.6434145201466035,401-500km,0.49677610190649113
NG005,3,Port Harcourt-Lagos,August,0.12002842393462496,1,Moderate,0.05726872246696013,0.41344323327314214,0.006873874498458671,0-100km,0.006850357131924486
NG005,3,Port Harcourt-Lagos,September,0.23993144815766923,1,Calm,0.708450140168202,0.33329061757554257,0.16997946807806044,101-200km,0.15698620000445498
NG005,3,Warri-Bonny,October,0.3742136393086295,0,Calm,0.8846615939126949,0.22474193285397082,0.3310524346146425,101-200km,0.2859699335390763
NG005,3,Escravos-Lagos,November,0.8238228102075364,0,Calm,0.36643972767320765,0.8955687069708613,0.3018814062234263,401-500km,0.2638104537879066
NG005,3,Lagos-Apapa,December,0.31813906828014293,0,Calm,0.26111333600320386,0.8383156294803884,0.08307035343157917,101-200km,0.07979992752627903
NG006,2,Lagos-Apapa,January,0.2671431855706731,0,Stormy,0.6900280336403681,0.4648608101606557,0.18433628703975555,101-200km,0.16918252235001394
NG006,2,Escravos-Lagos,February,0.05107948251719021,0,Stormy,0.9463356027232677,0.7045478805204635,0.04833833287469781,0-100km,0.04720637051078988
NG006,2,Lagos-Apapa,March,0.19420235333458732,0,Moderate,0.25750901081297517,0.5752903692609026,0.050008855904741474,101-200km,0.04879859832885626
NG006,2,Lagos-Apapa,April,0.14021777749911174,0,Stormy,0.8830596716059271,0.8200292418028736,0.12382066455167857,0-100km,0.1167341876312606
NG006,2,Escravos-Lagos,May,0.3713921457980646,0,Stormy,0.14657589106928315,0.24584154846111073,0.054437134706484445,101-200km,0.053007102949508444
NG006,2,Warri-Bonny,June,0.08836499676050746,0,Calm,0.9463356027232677,0.058535771648818624,0.08362294246899443,0-100km,0.08031000345667647
NG006,2,Warri-Bonny,July,0.28839843668359555,0,Stormy,0.46696035242290757,0.5800373454036603,0.13467063563198736,101-200km,0.12634241994993267
NG006,2,Warri-Bonny,August,0.20364913160699727,0,Moderate,0.7773327993592312,0.6660935703086155,0.15830314955914368,101-200km,0.14695613207457967
NG006,2,Lagos-Apapa,September,0.28265094990281514,0,Stormy,0.6812174609531434,0.904131426263775,0.19254676242878987,101-200km,0.1760911567882822
NG006,2,Escravos-Lagos,October,0.2621898969632369,0,Moderate,0.3728474169002798,0.9549905976999455,0.09775682582009339,101-200km,0.09326884845000813
NG006,2,Port Harcourt-Lagos,November,0.030302840303467294,0,Calm,0.6251501802162593,0.2351509194613124,0.018943826076777106,0-100km,0.018766626201710202
NG006,2,Lagos-Apapa,December,0.22872907392313,0,Calm,0.7308770524629558,0.8370106471184222,0.16717283136151875,101-200km,0.1545844411919245
NG007,2,Warri-Bonny,January,0.09779087508098733,0,Calm,0.6463756507809371,0.6000667162309963,0.0632096405209105,0-100km,0.061292295833380146
NG007,2,Escravos-Lagos,February,0.030302840303467294,0,Moderate,0.7432919503404078,0.7971588534695497,0.02252385727001812,0-100km,0.02227394095604229
NG007,2,Lagos-Apapa,March,0.23986874830187885,0,Moderate,0.7372847416900279,0.7458941405705639,0.17685156813126107,101-200km,0.16284270998678665
NG007,2,Escravos-Lagos,April,0.1918197588145547,0,Stormy,0.9463356027232677,0.13313105179874718,0.18152586707200347,101-200km,0.16680671082201406
NG007,2,Port Harcourt-Lagos,May,0.12082262210796915,0,Stormy,0.43011613936724036,0.2136444071687249,0.051967759769306676,0-100km,0.050662467238778326
NG007,2,Port Harcourt-Lagos,June,0.2654502894643342,0,Calm,0.6716059271125348,0.6844133997480464,0.17827798775798487,101-200km,0.1640540402064553
NG007,2,Escravos-Lagos,July,0.06696344598407422,0,Stormy,0.4237084501401682,0.07658230498820284,0.02837297791395696,0-100km,0.027977920212530635
NG007,2,Port Harcourt-Lagos,August,0.0546115743933789,0,Calm,0.1882258710452538,0.4750777967539772,0.01027931115934642,0-100km,0.010226838323776917
NG007,2,Port Harcourt-Lagos,September,0.07252283319748365,0,Moderate,0.7164597517020423,0.45175232094367423,0.051959691065397766,0-100km,0.050654797103664356
NG007,2,Escravos-Lagos,October,0.07664012372771542,0,Moderate,0.18141770124148993,0.6818961848819676,0.0139038750695455,0-100km,0.013808102913610162
NG007,2,Port Harcourt-Lagos,November,0.14803435952097307,0,Stormy,0.10412494993992771,0.545119725866547,0.015414070274510583,0-100km,0.015296480313731693
NG007,2,Warri-Bonny,December,0.03615691683909127,0,Moderate,0.36203444132959506,0.4893452225565129,0.013090049188041037,0-100km,0.01300511488735703
NG008,3,Lagos-Apapa,January,0.6110518945806424,0,Calm,0.36043251902282725,0.3721545287124641,0.220242973617372,301-400km,0.19904999761846745
NG008,3,Lagos-Apapa,February,0.8238228102075364,0,Calm,0.9463356027232677,0.7230959312249166,0.7796128556349251,401-500km,0.5763958438138155
NG008,3,Escravos-Lagos,March,0.6626747758480154,0,Moderate,0.9463356027232677,0.7235245048997481,0.627112733411638,301-400km,0.48680711496475476
NG008,3,Lagos-Apapa,April,0.5054444374777938,0,Moderate,0.052863436123347984,0.055106965069233786,0.026719529734508904,201-300km,0.026368796992953837
NG008,3,Escravos-Lagos,May,0.8238228102075364,0,Stormy,0.7841409691629955,0.8649748087032423,0.6459932168147201,401-500km,0.4983439812346735
NG008,3,Lagos-Apapa,June,0.12065542249252828,0,Calm,0.38245895074088887,0.19815780833122076,0.04614574628769101,0-100km,0.045112692731377246
NG008,3,Port Harcourt-Lagos,July,0.08056931469057621,0,Stormy,0.43452142571085295,0.5827341447128482,0.03500909348789554,0-100km,0.034410212657378945
NG008,3,Lagos-Apapa,August,0.7768094133383492,0,Moderate,0.23307969563476139,0.24993284475824673,0.18105850162711998,301-400km,0.16641107165909413
NG008,3,Warri-Bonny,September,0.3117645829414592,0,Stormy,0.7937525030036041,0.07933586961811123,0.24746391805765797,101-200km,0.22111262482457208
NG008,3,Escravos-Lagos,October,0.7322716157752835,0,Calm,0.08490188225870998,0.20005292826120513,0.062171238503948435,301-400km,0.06031515135087058
NG008,3,Warri-Bonny,November,0.11846092753986667,1,Moderate,0.437725270324389,0.37302671441933644,0.051853341530266,0-100km,0.05055369540539116
NG008,3,Lagos-Apapa,December,0.8238228102075364,0,Calm,0.08530236283540216,0.09563116790825532,0.07027403226840392,401-500km,0.06791472060828901
NG009,0,Escravos-Lagos,January,0.26538758960854386,1,Stormy,0.3400080096115339,0.3882809308109989,0.0902339061184036,101-200km,0.08639226598849513
NG009,0,Lagos-Apapa,February,0.3692185507973331,0,Moderate,0.08610332398878606,0.14276757120689254,0.03179094450197284,101-200km,0.03129607338165462
NG009,0,Port Harcourt-Lagos,March,0.20948021819549814,0,Moderate,0.8998798558269923,0.5786321986057761,0.18850702854837176,101-200km,0.17269792159816133
NG009,0,Port Harcourt-Lagos,April,0.08424770623027567,0,Calm,0.6127352823388064,0.9067803836077335,0.051621542063404774,0-100km,0.05033329869934301
NG009,0,Warri-Bonny,May,0.2942922231278867,1,Moderate,0.33600320384461346,0.3723437184489482,0.09888312983752379,101-200km,0.09429432748969505
NG009,0,Lagos-Apapa,June,0.07944071728635024,1,Calm,0.16740088105726825,0.712173743088611,0.01329844606555639,0-100km,0.013210797932575827
NG009,0,Escravos-Lagos,July,0.28382134721090135,0,Moderate,0.5947136563876652,0.3231509073216179,0.1687924311606682,101-200km,0.1559711056981593
NG009,0,Port Harcourt-Lagos,August,0.3666269567579994,1,Stormy,0.7657188626351616,0.2757205344852087,0.2807331763401259,101-200km,0.24743270796337327
NG009,0,Lagos-Apapa,September,0.10339206219825695,1,Stormy,0.08570284341209478,0.4683792202999184,0.008860993716630778,0-100km,0.008821965494915533
NG009,0,Port Harcourt-Lagos,October,0.22739147699960285,0,Calm,0.4164997997597113,0.6820908129096575,0.09470850463739959,101-200km,0.09048812201881384
NG009,0,Warri-Bonny,November,0.2704035780717704,0,Moderate,0.5110132158590304,0.5888540660213275,0.13817980201024377,101-200km,0.12943032147526232
NG009,0,Escravos-Lagos,December,0.08424770623027567,1,Stormy,0.38886663996796145,0.09630636750172439,0.03276112244677519,0-100km,0.03223591697460392
NG010,0,Port Harcourt-Lagos,January,0.14678036240516645,1,Moderate,0.5762915498598318,0.4764984993697894,0.08458828253946116,0-100km,0.08120045188081253
NG010,0,Warri-Bonny,February,0.20080673814450226,0,Moderate,0.17100520624749693,0.5026995879064042,0.034338997672287715,101-200km,0.03376257310181819
NG010,0,Warri-Bonny,March,0.3364683261228498,1,Stormy,0.5418502202643172,0.9000940915546822,0.18231543662163227,101-200km,0.1674747502354543
NG010,0,Lagos-Apapa,April,0.1088469496520158,0,Calm,0.8406087304765717,0.055106965069233786,0.09149769616322832,0-100km,0.08755078629855961
NG010,0,Warri-Bonny,May,0.2832570485087884,0,Moderate,0.052863436123347984,0.39109192229072054,0.014973940890332417,101-200km,0.014862938164495389
NG010,0,Port Harcourt-Lagos,June,0.3674420548832737,1,Calm,0.08770524629555476,0.7760646510532858,0.03222659592288227,101-200km,0.031718212650189356
NG010,0,Lagos-Apapa,July,0.30936108846949645,1,Calm,0.46375650780937105,0.5183346274306864,0.14346821804071955,101-200km,0.1340659405139687
NG010,0,Warri-Bonny,August,0.07455012853470436,1,Calm,0.7749299158990786,0.7827323403500239,0.05777112483566394,0-100km,0.05616398190115926
NG010,0,Escravos-Lagos,September,0.18410767655234392,0,Moderate,0.1369643572286745,0.5280526396761731,0.025216189579856493,101-200km,0.024903507013853812
NG010,0,Lagos-Apapa,October,0.18277007962881683,0,Moderate,0.5694833800560675,0.9549905976999455,0.10408452272013521,101-200km,0.09901650535920814
NG010,0,Warri-Bonny,November,0.12765690638911528,1,Stormy,0.6279535442531037,0.09764248706285628,0.08016260681543162,0-100km,0.07711159166896851
NG010,0,Port Harcourt-Lagos,December,0.3075845925554371,0,Moderate,0.9058870644773727,0.6807756437558599,0.2786369036285136,101-200km,0.2457945914621411
NG011,1,Warri-Bonny,January,0.030302840303467294,0,Moderate,0.6796155386463756,0.10425838171821855,0.020594281135356024,0-100km,0.02038508619812921
NG011,1,Escravos-Lagos,February,0.030302840303467294,0,Stormy,0.41890268321986346,0.5014482260949551,0.01269394111230547,0-100km,0.012614048433401094
NG011,1,Warri-Bonny,March,0.130060400861078,0,Calm,0.17180616740088084,0.8361394822182717,0.022345179002564036,0-100km,0.022099183292114313
NG011,1,Port Harcourt-Lagos,April,0.07875101887265659,1,Stormy,0.9118942731277531,0.8251591039767527,0.07181260311295115,0-100km,0.06935123683850536
NG011,1,Port Harcourt-Lagos,May,0.2553765126340209,0,Moderate,0.3576291549859829,0.343202496317919,0.09133008641657209,101-200km,0.08739721509305887
NG011,1,Lagos-Apapa,June,0.030302840303467294,1,Calm,0.7593111734080895,0.10594162574632726,0.023009285228423697,0-100km,0.02274856339792091
NG011,1,Lagos-Apapa,July,0.09605617907078814,0,Moderate,0.25670804965959126,0.29221696319807045,0.024658394387014473,0-100km,0.024359283273560513
NG011,1,Warri-Bonny,August,0.07034923819675215,1,Calm,0.052863436123347984,0.1324990442623335,0.0037189024597401995,0-100km,0.0037120044387429223
NG011,1,Warri-Bonny,September,0.11171024306644095,0,Stormy,0.43091710052062426,0.29016050250675196,0.048137854040644905,0-100km,0.04701511736332726
NG011,1,Port Harcourt-Lagos,October,0.040984805734946804,1,Moderate,0.8626351621946333,0.6069322320715793,0.03535493454268138,0-100km,0.03474429985491546
NG011,1,Lagos-Apapa,November,0.17353230087570798,1,Calm,0.6259511413696432,0.20236449258941125,0.10862274179764975,101-200km,0.10311847177263686
NG011,1,Escravos-Lagos,December,0.039605408907559515,0,Moderate,0.052863436123347984,0.563114779769748,0.00209367800392385,0-100km,0.0020914893145399286
NG012,3,Lagos-Apapa,January,0.6632599745020585,0,Calm,0.07368842611133308,0.5762181746218005,0.048874583623699605,301-400km,0.04771776423383064
NG012,3,Port Harcourt-Lagos,February,0.7204213430309109,1,Stormy,0.5522627152583097,0.1702117183792593,0.397861847032289,301-400km,0.33494381706310083
NG012,3,Warri-Bonny,March,0.8238228102075364,0,Calm,0.9371245494593508,0.9101332099367712,0.7720245798500738,401-500km,0.5721227233339043
NG012,3,Port Harcourt-Lagos,April,0.5060505360837669,0,Stormy,0.06728073688426095,0.5210890214675956,0.03404745296839112,201-300km,0.03348066765253713
NG012,3,Lagos-Apapa,May,0.666938366041758,1,Stormy,0.48217861433720444,0.12448183103763899,0.32158341718633415,301-400km,0.27883057617735546
NG012,3,Port Harcourt-Lagos,June,0.640290927330867,1,Calm,0.43051661994393253,0.6629534504181374,0.275655885815251,301-400km,0.24346046658890896
NG012,3,Lagos-Apapa,July,0.4730077120822621,0,Moderate,0.8866639967961554,0.12817896628031633,0.4193989085102636,201-300km,0.3502334781287849
NG012,3,Escravos-Lagos,August,0.24335904027420738,0,Stormy,0.052863436123347984,0.7595202617614625,0.012864795080574832,101-200km,0.012782746546787509
NG012,3,Escravos-Lagos,September,0.8237716053253077,0,Calm,0.25190228273928694,0.14750604416781243,0.20750994783725196,401-500km,0.18856034488519127
NG012,3,Lagos-Apapa,October,0.7024264844190857,1,Moderate,0.40929114937925526,0.1597620023470272,0.2874969431623171,301-400km,0.25269997931007515
NG012,3,Escravos-Lagos,November,0.47831629987251023,0,Calm,0.5326391670004003,0.36459422265916874,0.2547699955268075,201-300km,0.22695228529108985
NG012,3,Lagos-Apapa,December,0.6806905344117707,1,Calm,0.7717260712855425,0.7271463119702943,0.5253066318828522,301-400km,0.4221954599346105
NG013,2,Warri-Bonny,January,0.3092147888059857,0,Stormy,0.8390068081698034,0.05822671721233874,0.25943331299500993,101-200km,0.23066186820354279
NG013,2,Escravos-Lagos,February,0.03726461429138712,0,Stormy,0.9387264717661195,0.6424369365224374,0.03498127989547914,0-100km,0.03438333949625152
NG013,2,Lagos-Apapa,March,0.14293477125002613,0,Calm,0.12214657589106936,0.17878137290107077,0.017458992883963957,0-100km,0.017308335688530213
NG013,2,Port Harcourt-Lagos,April,0.17183940476936901,0,Moderate,0.9463356027232677,0.1504489814765,0.16261774668402837,101-200km,0.1506741408202768
NG013,2,Lagos-Apapa,May,0.32921604280310146,0,Stormy,0.6792150580696834,0.8171507762015677,0.22360849362997995,101-200km,0.20180427477916577
NG013,2,Port Harcourt-Lagos,June,0.054005475787405686,0,Moderate,0.6399679615538645,0.300156955493625,0.0345617742524126,0-100km,0.033977930536074105
NG013,2,Lagos-Apapa,July,0.2325328651744101,0,Moderate,0.4937925510612735,0.2790306687368922,0.11482299670005913,101-200km,0.10869564495618012
NG013,2,Port Harcourt-Lagos,August,0.055196773047421994,0,Moderate,0.47617140568682403,0.5477726322788099,0.026283125011367533,0-100km,0.025943658984772883
NG013,2,Port Harcourt-Lagos,September,0.2428365414759546,0,Stormy,0.44453344012815377,0.38097521261889344,0.10794896317112919,101-200km,0.10251052514428054
NG013,2,Port Harcourt-Lagos,October,0.30877588981545334,0,Stormy,0.5114136964357225,0.055106965069233786,0.15791221918075038,101-200km,0.14661857246127127
NG013,2,Port Harcourt-Lagos,November,0.030302840303467294,0,Calm,0.9463356027232677,0.587123588121341,0.02867665664280865,0-100km,0.0282731768032869
NG013,2,Escravos-Lagos,December,0.08700649988505027,0,Calm,0.7693231878253903,0.5678385248504565,0.06693611785309633,0-100km,0.06479109972419202
NG014,1,Warri-Bonny,January,0.1369573849980145,0,Moderate,0.31958350020024007,0.10972040585818199,0.04376932047593732,0-100km,0.042838507647237054
NG014,1,Warri-Bonny,February,0.051225782180700986,0,Stormy,0.31918301962354834,0.13948937252501636,0.016350399839014297,0-100km,0.016218171429569404
NG014,1,Lagos-Apapa,March,0.06947144021568749,0,Calm,0.6792150580696834,0.09052672507476345,0.04718604830028272,0-100km,0.04610661266411043
NG014,1,Lagos-Apapa,April,0.13129349802495455,1,Moderate,0.9407288746495794,0.07813885720537339,0.12351158464582228,0-100km,0.11645912380132142
NG014,1,Port Harcourt-Lagos,May,0.23426756118460926,1,Calm,0.7761313576291546,0.9549905976999455,0.18182240031068184,101-200km,0.16705765415044943
NG014,1,Port Harcourt-Lagos,June,0.03607331703137084,1,Stormy,0.9463356027232677,0.5553847195975452,0.03413746421510984,0-100km,0.03356771136514492
NG014,1,Warri-Bonny,July,0.07526072690032815,0,Moderate,0.8770524629555463,0.055106965069233786,0.06600760589175754,0-100km,0.06392046070108592
NG014,1,Lagos-Apapa,August,0.11754132965494177,1,Moderate,0.4601521826191428,0.055106965069233786,0.05408689938867763,0-100km,0.052674893958418435
NG014,1,Warri-Bonny,September,0.11923422576128073,1,Calm,0.49138966760112135,0.9296483865079974,0.0585904665635128,0-100km,0.05693827469886792
NG014,1,Port Harcourt-Lagos,October,0.10335026229439673,0,Stormy,0.3744493392070485,0.055106965069233786,0.03869943742301199,0-100km,0.03796938963504991
NG014,1,Lagos-Apapa,November,0.1971283466048028,0,Calm,0.6844213055666795,0.6474661830565385,0.13491884034746005,101-200km,0.1265611420748712
NG014,1,Warri-Bonny,December,0.19503835141179174,0,Calm,0.7424909891870239,0.9549905976999455,0.14481421846914763,101-200km,0.13524236922940122
NG015,2,Lagos-Apapa,January,0.03975170857107029,0,Calm,0.14096916299559448,0.6087451164786479,0.005603765084908578,0-100km,0.005588122404740048
NG015,2,Port Harcourt-Lagos,February,0.35260308901289517,0,Moderate,0.06327593111734098,0.2183409702786676,0.022311288772141603,101-200km,0.02206603324372264
NG015,2,Escravos-Lagos,March,0.36771375425836517,0,Calm,0.07408890668802526,0.48292874595871904,0.027243510027151467,101-200km,0.026879010948965595
NG015,2,Port Harcourt-Lagos,April,0.09292118628127158,0,Calm,0.5598718462154584,0.8332078583294917,0.05202395611582604,0-100km,0.05071588602945934
NG015,2,Lagos-Apapa,May,0.10711225364181662,0,Moderate,0.09891870244293166,0.8015002372966222,0.010595405145986682,0-100km,0.010539667205911636
NG015,2,Lagos-Apapa,June,0.17267540284657346,0,Moderate,0.43331998398077687,0.055106965069233786,0.0748237027953514,101-200km,0.07215665073090903
NG015,2,Port Harcourt-Lagos,July,0.35922837377474026,0,Stormy,0.4373247897476973,0.577258045677028,0.1570994730324455,101-200km,0.14591641947912418
NG015,2,Warri-Bonny,August,0.10865885008464479,0,Stormy,0.5810973167801357,0.15880489732825964,0.0631413662286021,0-100km,0.06122807850320733
NG015,2,Escravos-Lagos,September,0.37277154262545187,0,Stormy,0.9351221465758908,0.5686902514755703,0.3485869251223187,101-200km,0.2990573221225391
NG015,2,Port Harcourt-Lagos,October,0.3290697431395907,0,Moderate,0.35082098518221816,0.07747272006454686,0.11544457148189069,101-200km,0.1092530442626961
NG015,2,Port Harcourt-Lagos,November,0.030302840303467294,0,Calm,0.35162194633560295,0.5946086712334386,0.010655143687002122,0-100km,0.010598777681916034
NG015,2,Escravos-Lagos,December,0.19915564194202354,0,Moderate,0.5778934721665996,0.06821786884502057,0.11509074542344405,101-200km,0.10893578763041349
NG016,3,Warri-Bonny,January,0.545760444750977,0,Calm,0.08970764917901475,0.9549905976999455,0.048958886513503705,201-300km,0.047798135617974837
NG016,3,Port Harcourt-Lagos,February,0.8238228102075364,0,Stormy,0.25871045254305125,0.1499204158724039,0.21313157204407998,401-500km,0.1932050923765035
NG016,3,Lagos-Apapa,March,0.15503584341756013,0,Moderate,0.7981577893472163,0.4071370875169311,0.12374306605174097,0-100km,0.11666513641913091
NG016,3,Warri-Bonny,April,0.8238228102075364,1,Moderate,0.831798157789347,0.8386872342473506,0.6852542958754716,401-500km,0.5219164698509491
